ano;codigo_questao;rotulo;cabecalho_original
2024;2.o.8;Maturidade da empresa em termos de tecnologia e dados;2.o.8_Maturidade da empresa em termos de tecnologia e dados
2024;2.o.9;Qualidade dos gestores e líderes;2.o.9_Qualidade dos gestores e líderes
2024;2.o.10;Reputação que a empresa tem no mercado;2.o.10_Reputação que a empresa tem no mercado
2024;2.q;empresa_passou_por_layoff_em_2024;2.q_empresa_passou_por_layoff_em_2024
2024;2.r;modelo_de_trabalho_atual;2.r_modelo_de_trabalho_atual
2024;2.s;modelo_de_trabalho_ideal;2.s_modelo_de_trabalho_ideal
2024;2.t;atitude_em_caso_de_retorno_presencial;2.t_atitude_em_caso_de_retorno_presencial
2024;3.a;numero_de_pessoas_em_dados;3.a_numero_de_pessoas_em_dados
2024;3.b;cargos_no_time_de_dados_da_empresa;3.b_cargos_no_time_de_dados_da_empresa
2024;3.b.1;Analytics Engineer;3.b.1_Analytics Engineer
2024;3.b.2;Engenharia de Dados/Data Engineer;3.b.2_Engenharia de Dados/Data Engineer
2024;3.b.3;Analista de Dados/Data Analyst;3.b.3_Analista de Dados/Data Analyst
2024;3.b.4;Cientista de Dados/Data Scientist;3.b.4_Cientista de Dados/Data Scientist
2024;3.b.5;Database Administrator/DBA;3.b.5_Database Administrator/DBA
2024;3.b.6;Analista de Business Intelligence/BI;3.b.6_Analista de Business Intelligence/BI
2024;3.b.7;Arquiteto de Dados/Data Architect;3.b.7_Arquiteto de Dados/Data Architect
2024;3.b.8;Data Product Manager/DPM;3.b.8_Data Product Manager/DPM
2024;3.b.9;Business Analyst;3.b.9_Business Analyst
2024;3.b.10;ML Engineer/AI Engineer;3.b.10_ML Engineer/AI Engineer
2024;3.c;responsabilidades_como_gestor;3.c_responsabilidades_como_gestor
2024;3.c.1;Pensar na visão de longo prazo de dados;3.c.1_Pensar na visão de longo prazo de dados
2024;3.c.2;Organização de treinamentos e iniciativas;3.c.2_Organização de treinamentos e iniciativas
2024;3.c.3;Atração, seleção e contratação;3.c.3_Atração, seleção e contratação
2024;3.c.4;Decisão sobre contratação de ferramentas;3.c.4_Decisão sobre contratação de ferramentas
2024;3.c.5;gestor da equipe de engenharia de dados;3.c.5_gestor da equipe de engenharia de dados
2024;3.c.6;gestor da equipe de estudos, relatórios;3.c.6_gestor da equipe de estudos, relatórios
2024;3.c.7;gestor da equipe de Inteligência Artificial e Machine Learning;3.c.7_gestor da equipe de Inteligência Artificial e Machine Learning
2024;3.c.8;Apesar de ser gestor ainda atuo na parte técnica;3.c.8_Apesar de ser gestor ainda atuo na parte técnica
2024;3.c.9;Gestão de projetos de dados;3.c.9_Gestão de projetos de dados
2024;3.c.10;Gestão de produtos de dados;3.c.10_Gestão de produtos de dados
2024;3.c.11;Gestão de pessoas;3.c.11_Gestão de pessoas
2024;3.d;desafios_como_gestor;3.d_desafios_como_gestor
2024;3.d.1;Contratar talentos;3.d.1_Contratar talentos
2024;3.d.2;Reter talentos;3.d.2_Reter talentos
2024;3.d.3;Convencer a empresa a aumentar investimentos;3.d.3_Convencer a empresa a aumentar investimentos
2024;3.d.4;Gestão de equipes no ambiente remoto;3.d.4_Gestão de equipes no ambiente remoto
2024;3.d.5;Gestão de projetos envolvendo áreas multidisciplinares;3.d.5_Gestão de projetos envolvendo áreas multidisciplinares
2024;3.d.6;Organizar as informações com qualidade e confiabilidade;3.d.6_Organizar as informações com qualidade e confiabilidade
2024;3.d.7;Processar e armazenar um alto volume de dados;3.d.7_Processar e armazenar um alto volume de dados
2024;3.d.8;Gerar valor para as áreas de negócios;3.d.8_Gerar valor para as áreas de negócios
2024;3.d.9;Desenvolver e manter modelos Machine Learning em produção;3.d.9_Desenvolver e manter modelos Machine Learning em produção
2024;3.d.10;Gerenciar a expectativa das áreas;3.d.10_Gerenciar a expectativa das áreas
2024;3.d.11;Garantir a manutenção dos projetos e modelos em produção;3.d.11_Garantir a manutenção dos projetos e modelos em produção
2024;3.d.12;Conseguir levar inovação para a empresa;3.d.12_Conseguir levar inovação para a empresa
2024;3.d.13;Garantir (ROI) em projetos de dados;3.d.13_Garantir (ROI) em projetos de dados
2024;3.d.14;Dividir o tempo entre entregas técnicas e gestão;3.d.14_Dividir o tempo entre entregas técnicas e gestão
2024;3.e;ai_generativa_e_llm_é_uma_prioridade?;3.e_ai_generativa_e_llm_é_uma_prioridade?
2024;3.f;tipo_de_uso_de_ai_generativa_e_llm_na_empresa;3.f_tipo_de_uso_de_ai_generativa_e_llm_na_empresa
2024;3.f.1;Colaboradores usando AI generativa de forma independente e descentralizada;3.f.1 Colaboradores usando AI generativa de forma independente e descentralizada
2024;3.f.2;Direcionamento centralizado do uso de AI generativa;3.f.2 Direcionamento centralizado do uso de AI generativa
2024;3.f.3;Desenvolvedores utilizando Copilots;3.f.3 Desenvolvedores utilizando Copilots
2024;3.f.4;AI Generativa e LLMs para melhorar produtos externos para os clientes finais;3.f.4 AI Generativa e LLMs para melhorar produtos externos para os clientes finais
2024;3.f.5;AI Generativa e LLMs para melhorar produtos internos para os colaboradores;3.f.5 AI Generativa e LLMs para melhorar produtos internos para os colaboradores
2024;3.f.6;IA Generativa e LLMs como principal frente do negócio;3.f.6 IA Generativa e LLMs como principal frente do negócio
2024;3.f.7;IA Generativa e LLMs não é prioridade;3.f.7 IA Generativa e LLMs não é prioridade
2024;3.f.8;Não sei opinar sobre o uso de IA Generativa e LLMs na empresa;3.f.8 Não sei opinar sobre o uso de IA Generativa e LLMs na empresa
2024;3.g;motivos_para_não_usar_ai_generativa_e_llm;3.g_motivos_para_não_usar_ai_generativa_e_llm
2024;3.g.1;Falta de compreensão dos casos de uso;3.g.1 Falta de compreensão dos casos de uso
2024;3.g.2;Falta de confiabilidade das saídas (alucinação dos modelos);3.g.2 Falta de confiabilidade das saídas (alucinação dos modelos)
2024;3.g.3;Incerteza em relação a regulamentação;3.g.3 Incerteza em relação a regulamentação
2024;3.g.4;Preocupações com segurança e privacidade de dados;3.g.4 Preocupações com segurança e privacidade de dados
2024;3.g.5;Retorno sobre investimento (ROI) não comprovado de IA Generativa;3.g.5 Retorno sobre investimento (ROI) não comprovado de IA Generativa
2024;3.g.6;Dados da empresa não estão prontos para uso de IA Generativa;3.g.6 Dados da empresa não estão prontos para uso de IA Generativa
2024;3.g.7;Falta de expertise ou falta de recursos;3.g.7 Falta de expertise ou falta de recursos
2024;3.g.8;Alta direção da empresa não vê valor ou não vê como prioridade;3.g.8 Alta direção da empresa não vê valor ou não vê como prioridade
2024;3.g.9;Preocupações com propriedade intelectual;3.g.9 Preocupações com propriedade intelectual
2024;4.a;funcao_de_atuacao;4.a_funcao_de_atuacao
2024;4.a.1;atuacao_em_dados;4.a.1_atuacao_em_dados
2024;4.b;fontes_de_dados_(dia_a_dia);4.b_fontes_de_dados_(dia_a_dia)
2024;4.b.1;Dados relacionais (estruturados em bancos SQL);4.b.1_Dados relacionais (estruturados em bancos SQL)
2024;4.b.2;Dados armazenados em bancos NoSQL;4.b.2_Dados armazenados em bancos NoSQL
2024;4.b.3;Imagens;4.b.3_Imagens
2024;4.b.4;Textos/Documentos;4.b.4_Textos/Documentos
2024;4.b.5;Vídeos;4.b.5_Vídeos
2024;4.b.6;Áudios;4.b.6_Áudios
2024;4.b.7;Planilhas;4.b.7_Planilhas
2024;4.b.8;Dados georeferenciados;4.b.8_Dados georeferenciados
2024;4.c;fonte_de_dado_mais_usada;4.c_fonte_de_dado_mais_usada
2024;4.c.1;Dados relacionais (estruturados em bancos SQL);4.c.1_Dados relacionais (estruturados em bancos SQL)
2024;4.c.2;Dados armazenados em bancos NoSQL;4.c.2_Dados armazenados em bancos NoSQL
2024;4.c.3;Imagens;4.c.3_Imagens
2024;4.c.4;Textos/Documentos;4.c.4_Textos/Documentos
2024;4.c.5;Vídeos;4.c.5_Vídeos
2024;4.c.6;Áudios;4.c.6_Áudios
2024;4.c.7;Planilhas;4.c.7_Planilhas
2024;4.c.8;Dados georeferenciados;4.c.8_Dados georeferenciados
2024;4.d;linguagem_de_programacao_(dia_a_dia);4.d_linguagem_de_programacao_(dia_a_dia)
2024;4.d.1;SQL;4.d.1_SQL
2024;4.d.2;R;4.d.2_R
2024;4.d.3;Python;4.d.3_Python
2024;4.d.4;C/C++/C#;4.d.4_C/C++/C#
2024;4.d.5;.NET;4.d.5_.NET
2024;4.d.6;Java;4.d.6_Java
2024;4.d.7;Julia;4.d.7_Julia
2024;4.d.8;SAS/Stata;4.d.8_SAS/Stata
2024;4.d.9;Visual Basic/VBA;4.d.9_Visual Basic/VBA
2024;4.d.10;Scala;4.d.10_Scala
2024;4.d.11;Matlab;4.d.11_Matlab
2024;4.d.12;Rust;4.d.12_Rust
2024;4.d.13;PHP;4.d.13_PHP
2024;4.d.14;JavaScript;4.d.14_JavaScript
2024;4.d.15;Não utilizo nenhuma das linguagens listadas;4.d.15_Não utilizo nenhuma das linguagens listadas
2024;4.e;linguagem_mais_usada;4.e_linguagem_mais_usada
2024;4.f;linguagem_preferida;4.f_linguagem_preferida
2024;4.g;banco_de_dados_(dia_a_dia);4.g_banco_de_dados_(dia_a_dia)
2024;4.g.1;MySQL;4.g.1_MySQL
2024;4.g.2;Oracle;4.g.2_Oracle
2024;4.g.3;SQL SERVER;4.g.3_SQL SERVER
2024;4.g.4;Amazon Aurora ou RDS;4.g.4_Amazon Aurora ou RDS
2024;4.g.5;DynamoDB;4.g.5_DynamoDB
2024;4.g.6;CoachDB;4.g.6_CoachDB
2024;4.g.7;Cassandra;4.g.7_Cassandra
2024;4.g.8;MongoDB;4.g.8_MongoDB
2024;4.g.9;MariaDB;4.g.9_MariaDB
2024;4.g.10;Datomic;4.g.10_Datomic
2024;4.g.11;S3;4.g.11_S3
2024;4.g.12;PostgreSQL;4.g.12_PostgreSQL
2024;4.g.13;ElasticSearch;4.g.13_ElasticSearch
2024;4.g.14;DB2;4.g.14_DB2
2024;4.g.15;Microsoft Access;4.g.15_Microsoft Access
2024;4.g.16;SQLite;4.g.16_SQLite
2024;4.g.17;Sybase;4.g.17_Sybase
2024;4.g.18;Firebase;4.g.18_Firebase
2024;4.g.19;Vertica;4.g.19_Vertica
2024;4.g.20;Redis;4.g.20_Redis
2024;4.g.21;Neo4J;4.g.21_Neo4J
2024;4.g.22;Google BigQuery;4.g.22_Google BigQuery
2024;4.g.23;Google Firestore;4.g.23_Google Firestore
2024;4.g.24;Amazon Redshift;4.g.24_Amazon Redshift
2024;4.g.25;Amazon Athena;4.g.25_Amazon Athena
2024;4.g.26;Snowflake;4.g.26_Snowflake
2024;4.g.27;Databricks;4.g.27_Databricks
2024;4.g.28;HBase;4.g.28_HBase
2024;4.g.29;Presto;4.g.29_Presto
2024;4.g.30;Splunk;4.g.30_Splunk
2024;4.g.31;SAP HANA;4.g.31_SAP HANA
2024;4.g.32;Hive;4.g.32_Hive
2024;4.g.33;Firebird;4.g.33_Firebird
2024;4.h;cloud_(dia_a_dia);4.h_cloud_(dia_a_dia)
2024;4.h.1;Amazon Web Services (AWS);4.h.1_Amazon Web Services (AWS)
2024;4.h.2;Google Cloud (GCP);4.h.2_Google Cloud (GCP)
2024;4.h.3;Azure (Microsoft);4.h.3_Azure (Microsoft)
2024;4.h.4;Oracle Cloud;4.h.4_Oracle Cloud
2024;4.h.5;IBM;4.h.5_IBM
2024;4.h.6;Servidores On Premise/Não utilizamos Cloud;4.h.6_Servidores On Premise/Não utilizamos Cloud
2024;4.h.7;Cloud Própria;4.h.7_Cloud Própria
2024;4.i;cloud_preferida;4.i_cloud_preferida
2024;4.j;ferramenta_de_bi_(dia_a_dia);4.j_ferramenta_de_bi_(dia_a_dia)
2024;4.j.1;Microsoft PowerBI;4.j.1_Microsoft PowerBI
2024;4.j.2;Qlik View/Qlik Sense;4.j.2_Qlik View/Qlik Sense
2024;4.j.3;Tableau;4.j.3_Tableau
2024;4.j.4;Metabase;4.j.4_Metabase
2024;4.j.5;Superset;4.j.5_Superset
2024;4.j.6;Redash;4.j.6_Redash
2024;4.j.7;Looker;4.j.7_Looker
2024;4.j.8;Looker Studio(Google Data Studio);4.j.8_Looker Studio(Google Data Studio)
2024;4.j.9;Amazon Quicksight;4.j.9_Amazon Quicksight
2024;4.j.10;Alteryx;4.j.10_Alteryx
2024;4.j.11;SAP Business Objects/SAP Analytics;4.j.11_SAP Business Objects/SAP Analytics
2024;4.j.12;Oracle Business Intelligence;4.j.12_Oracle Business Intelligence
2024;4.j.13;Salesforce/Einstein Analytics;4.j.13_Salesforce/Einstein Analytics
2024;4.j.14;SAS Visual Analytics;4.j.14_SAS Visual Analytics
2024;4.j.15;Grafana;4.j.15_Grafana
2024;4.j.16;Pentaho;4.j.16_Pentaho
2024;4.j.17;Fazemos todas as análises utilizando apenas Excel ou planilhas do google;4.j.17_Fazemos todas as análises utilizando apenas Excel ou planilhas do google
2024;4.j.18;Não utilizo nenhuma ferramenta de BI no trabalho;4.j.18_Não utilizo nenhuma ferramenta de BI no trabalho
2024;4.k;ferramenta_de_bi_preferida;4.k_ferramenta_de_bi_preferida
2024;4.l;tipo_de_uso_de_ai_generativa_e_llm_na_empresa;4.l_tipo_de_uso_de_ai_generativa_e_llm_na_empresa
2024;4.l.1;Colaboradores usando AI generativa de forma independente e descentralizada;4.l.1 Colaboradores usando AI generativa de forma independente e descentralizada
2024;4.l.2;Direcionamento centralizado do uso de AI generativa;4.l.2 Direcionamento centralizado do uso de AI generativa
2024;4.l.3;Desenvolvedores utilizando Copilots;4.l.3 Desenvolvedores utilizando Copilots
2024;4.l.4;AI Generativa e LLMs para melhorar produtos externos para os clientes finais;4.l.4 AI Generativa e LLMs para melhorar produtos externos para os clientes finais
2024;4.l.5;AI Generativa e LLMs para melhorar produtos internos para os colaboradores;4.l.5 AI Generativa e LLMs para melhorar produtos internos para os colaboradores
2024;4.l.6;IA Generativa e LLMs como principal frente do negócio;4.l.6 IA Generativa e LLMs como principal frente do negócio
2024;4.l.7;IA Generativa e LLMs não é prioridade;4.l.7 IA Generativa e LLMs não é prioridade
2024;4.l.8;Não sei opinar sobre o uso de IA Generativa e LLMs na empresa;4.l.8 Não sei opinar sobre o uso de IA Generativa e LLMs na empresa
2024;4.m;usa_chatgpt_ou_copilot_no_trabalho?;4.m_usa_chatgpt_ou_copilot_no_trabalho?
2024;4.m.1;Não uso soluções de AI Generativa com foco em produtividade;4.m.1 Não uso soluções de AI Generativa com foco em produtividade
2024;4.m.2;Uso soluções gratuitas de AI Generativa com foco em produtividade;4.m.2 Uso soluções gratuitas de AI Generativa com foco em produtividade
2024;4.m.3;Uso e pago pelas soluções de AI Generativa com foco em produtividade;4.m.3 Uso e pago pelas soluções de AI Generativa com foco em produtividade
2024;4.m.4;A empresa que trabalho paga pelas soluções de AI Generativa com foco em produtividade;4.m.4 A empresa que trabalho paga pelas soluções de AI Generativa com foco em produtividade
2024;4.m.5;Uso soluções do tipo Copilot;4.m.5 Uso soluções do tipo Copilot
2024;5.a;objetivo_na_area_de_dados;5.a_objetivo_na_area_de_dados
2024;5.b;oportunidade_buscada;5.b_oportunidade_buscada
2024;5.c;tempo_em_busca_de_oportunidade;5.c_tempo_em_busca_de_oportunidade
2024;5.d;experiencia_em_processos_seletivos;5.d_experiencia_em_processos_seletivos
2024;6.a;rotina_como_de;6.a_rotina_como_de
2024;6.a.1;Desenvolvo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.;6.a.1_Desenvolvo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.
2024;6.a.2;Realizo construções de ETL's em ferramentas como Pentaho, Talend, Dataflow etc.;6.a.2_Realizo construções de ETL's em ferramentas como Pentaho, Talend, Dataflow etc.
2024;6.a.3;Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;6.a.3_Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.
2024;6.a.4;Atuo na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.;6.a.4_Atuo na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.
2024;6.a.5;Modelo soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.;6.a.5_Modelo soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.
2024;6.a.6;Desenvolvo/cuido da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.;6.a.6_Desenvolvo/cuido da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.
2024;6.a.7;Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.;6.a.7_Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.
2024;6.a.8;Cuido da qualidade dos dados, metadados e dicionário de dados.;6.a.8_Cuido da qualidade dos dados, metadados e dicionário de dados.
2024;6.a.9;Nenhuma das opções listadas refletem meu dia a dia.;6.a.9_Nenhuma das opções listadas refletem meu dia a dia.
2024;6.b;ferramentas_etl_de;6.b_ferramentas_etl_de
2024;6.b.1;Scripts Python;6.b.1_Scripts Python
2024;6.b.2;SQL & Stored Procedures;6.b.2_SQL & Stored Procedures
2024;6.b.3;Apache Airflow;6.b.3_Apache Airflow
2024;6.b.4;Apache NiFi;6.b.4_Apache NiFi
2024;6.b.5;Luigi;6.b.5_Luigi
2024;6.b.6;AWS Glue;6.b.6_AWS Glue
2024;6.b.7;Talend;6.b.7_Talend
2024;6.b.8;Pentaho;6.b.8_Pentaho
2024;6.b.9;Alteryx;6.b.9_Alteryx
2024;6.b.10;Stitch;6.b.10_Stitch
2024;6.b.11;Fivetran;6.b.11_Fivetran
2024;6.b.12;Google Dataflow;6.b.12_Google Dataflow
2024;6.b.13;Oracle Data Integrator;6.b.13_Oracle Data Integrator
2024;6.b.14;IBM DataStage;6.b.14_IBM DataStage
2024;6.b.15;SAP BW ETL;6.b.15_SAP BW ETL
2024;6.b.16;SQL Server Integration Services (SSIS);6.b.16_SQL Server Integration Services (SSIS)
2024;6.b.17;SAS Data Integration;6.b.17_SAS Data Integration
2024;6.b.18;Qlik Sense;6.b.18_Qlik Sense
2024;6.b.19;Knime;6.b.19_Knime
2024;6.b.20;Databricks;6.b.20_Databricks
2024;6.b.21;Não utilizo ferramentas de ETL;6.b.21_Não utilizo ferramentas de ETL
2024;6.c;possui_data_lake;6.c_possui_data_lake
2024;6.d;tecnologia_data_lake;6.d_tecnologia_data_lake
2024;6.e;possui_data_warehouse;6.e_possui_data_warehouse
2024;6.f;tecnologia_data_warehouse;6.f_tecnologia_data_warehouse
2024;6.g;ferramentas_de_qualidade_de_dados_(dia_a_dia);6.g_ferramentas_de_qualidade_de_dados_(dia_a_dia)
2024;6.h;maior_tempo_gasto_como_de;6.h_maior_tempo_gasto_como_de
2024;6.h.1;Desenvolvendo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.;6.h.1_Desenvolvendo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.
2024;6.h.2;Realizando construções de ETL\s em ferramentas como Pentaho, Talend, Dataflow etc.;6.h.2_Realizando construções de ETL\s em ferramentas como Pentaho, Talend, Dataflow etc.
2024;6.h.3;Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;6.h.3_Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.
2024;6.h.4;Atuando na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.;6.h.4_Atuando na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.
2024;6.h.5;Modelando soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.;6.h.5_Modelando soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.
2024;6.h.6;Desenvolvendo/cuidando da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.;6.h.6_Desenvolvendo/cuidando da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.
2024;6.h.7;Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.;6.h.7_Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.
2024;6.h.8;Cuidando da qualidade dos dados, metadados e dicionário de dados.;6.h.8_Cuidando da qualidade dos dados, metadados e dicionário de dados.
2024;6.h.9;Nenhuma das opções listadas refletem meu dia a dia.;6.h.9_Nenhuma das opções listadas refletem meu dia a dia.
2024;7.a;rotina_como_da;7.a_rotina_como_da
2024;7.a.1;Processo e analiso dados utilizando linguagens de programação como Python, R etc.;7.a.1_Processo e analiso dados utilizando linguagens de programação como Python, R etc.
2024;7.a.2;Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;7.a.2_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.
2024;7.a.3;Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;7.a.3_Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.
2024;7.a.4;Utilizo API\s para extrair dados e complementar minhas análises.;7.a.4_Utilizo API\s para extrair dados e complementar minhas análises.
2024;7.a.5;Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;7.a.5_Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.
2024;7.a.6;Desenvolvo/cuido da manutenção de ETL\s utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;7.a.6_Desenvolvo/cuido da manutenção de ETL\s utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.
2024;7.a.7;Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.;7.a.7_Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.
2024;7.a.8;Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.;7.a.8_Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.
2024;7.a.9;Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.;7.a.9_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.
2024;7.a.10;Nenhuma das opções listadas refletem meu dia a dia.;7.a.10_Nenhuma das opções listadas refletem meu dia a dia.
2024;7.b;ferramentas_etl_da;7.b_ferramentas_etl_da
2024;7.b.1;Scripts Python;7.b.1_Scripts Python
2024;7.b.2;SQL & Stored Procedures;7.b.2_SQL & Stored Procedures
2024;7.b.3;Apache Airflow;7.b.3_Apache Airflow
2024;7.b.4;Apache NiFi;7.b.4_Apache NiFi
2024;7.b.5;Luigi;7.b.5_Luigi
2024;7.b.6;AWS Glue;7.b.6_AWS Glue
2024;7.b.7;Talend;7.b.7_Talend
2024;7.b.8;Pentaho;7.b.8_Pentaho
2024;7.b.9;Alteryx;7.b.9_Alteryx
2024;7.b.10;Stitch;7.b.10_Stitch
2024;7.b.11;Fivetran;7.b.11_Fivetran
2024;7.b.12;Google Dataflow;7.b.12_Google Dataflow
2024;7.b.13;Oracle Data Integrator;7.b.13_Oracle Data Integrator
2024;7.b.14;IBM DataStage;7.b.14_IBM DataStage
2024;7.b.15;SAP BW ETL;7.b.15_SAP BW ETL
2024;7.b.16;SQL Server Integration Services (SSIS);7.b.16_SQL Server Integration Services (SSIS)
2024;7.b.17;SAS Data Integration;7.b.17_SAS Data Integration
2024;7.b.18;Qlik Sense;7.b.18_Qlik Sense
2024;7.b.19;Knime;7.b.19_Knime
2024;7.b.20;Databricks;7.b.20_Databricks
2024;7.b.21;Não utilizo ferramentas de ETL;7.b.21_Não utilizo ferramentas de ETL
2024;7.c;ferramentas_autonomia_area_de_negocios;7.c_ferramentas_autonomia_area_de_negocios
2024;7.c.1;Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.;7.c.1_Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.
2024;7.c.2;"""Point and Click"" Analytics como Alteryx, Knime, Rapidminer etc.";"7.c.2_""Point and Click"" Analytics como Alteryx, Knime, Rapidminer etc."
2024;7.c.3;Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.;7.c.3_Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.
2024;7.c.4;Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.;7.c.4_Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.
2024;7.c.5;Minha empresa não utiliza essas ferramentas.;7.c.5_Minha empresa não utiliza essas ferramentas.
2024;7.c.6;Não sei informar.;7.c.6_Não sei informar.
2024;7.d;maior_tempo_gasto_como_da;7.d_maior_tempo_gasto_como_da
2024;7.d.1;Processando e analisando dados utilizando linguagens de programação como Python, R etc.;7.d.1_Processando e analisando dados utilizando linguagens de programação como Python, R etc.
2024;7.d.2;Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;7.d.2_Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.
2024;7.d.3;Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;7.d.3_Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.
2024;7.d.4;Utilizando API's para extrair dados e complementar minhas análises.;7.d.4_Utilizando API's para extrair dados e complementar minhas análises.
2024;7.d.5;Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;7.d.5_Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.
2024;7.d.6;Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;7.d.6_Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.
2024;7.d.7;Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.;7.d.7_Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.
2024;7.d.8;Desenvolvendo/cuidando da manutenção de planilhas para atender as áreas de negócio.;7.d.8_Desenvolvendo/cuidando da manutenção de planilhas para atender as áreas de negócio.
2024;7.d.9;Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.;7.d.9_Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.
2024;7.d.10;Nenhuma das opções listadas refletem meu dia a dia.;7.d.10_Nenhuma das opções listadas refletem meu dia a dia.
2024;8.a;rotina_como_ds;8.a_rotina_como_ds
2024;8.a.1;Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.;8.a.1_Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.
2024;8.a.2;Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.;8.a.2_Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.
2024;8.a.3;Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.;8.a.3_Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.
2024;8.a.4;Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).;8.a.4_Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).
